last_name,first_name,middle_name,full_name,gender,type,state,party,url,address,phone,twitter,facebook,youtube,youtube_id
Graves,Garret,,Garret Graves,M,rep,LA,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,RepGarretGraves,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA
Moulton,Seth,,Seth Moulton,M,rep,MA,Democrat,https://moulton.house.gov,1127 Longworth House Office Building Washington DC 20515-2106,202-225-8020,teammoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ
Moolenaar,John,,John R. Moolenaar,M,rep,MI,Republican,https://moolenaar.house.gov,117 Cannon House Office Building Washington DC 20515-2204,202-225-3561,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA
Dingell,Debbie,,Debbie Dingell,F,rep,MI,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building Washington DC 20515-2212,202-225-4071,RepDebDingell,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ
Lawrence,Brenda,,Brenda L. Lawrence,F,rep,MI,Democrat,https://lawrence.house.gov,2463 Rayburn House Office Building Washington DC 20515-2214,202-225-5802,RepLawrence,3.9576E+14,,UCf0USy9GNigkB8O9sS1dodw
Emmer,Tom,,Tom Emmer,M,rep,MN,Republican,https://emmer.house.gov,315 Cannon House Office Building Washington DC 20515-2306,202-225-2331,RepTomEmmer,reptomemmer,RepTomEmmer,
Rouzer,David,,David Rouzer,M,rep,NC,Republican,https://rouzer.house.gov,2439 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw
Watson Coleman,Bonnie,,Bonnie Watson Coleman,F,rep,NJ,Democrat,https://watsoncoleman.house.gov,2442 Rayburn House Office Building Washington DC 20515-3012,202-225-5801,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A
Zeldin,Lee,,Lee M. Zeldin,M,rep,NY,Republican,https://zeldin.house.gov,2441 Rayburn House Office Building Washington DC 20515-3201,202-225-3826,RepLeeZeldin,RepLeeZeldin,,UCHzZuesCPDka2NhZO8icqzA
Rice,Kathleen,,Kathleen M. Rice,F,rep,NY,Democrat,https://kathleenrice.house.gov,2435 Rayburn House Office Building Washington DC 20515-3204,202-225-5516,RepKathleenRice,RepKathleenRice,,UCLYLmjrGtzzCFXMWPBxHAug
Stefanik,Elise,,Elise M. Stefanik,F,rep,NY,Republican,https://stefanik.house.gov,318 Cannon House Office Building Washington DC 20515-3221,202-225-4611,RepStefanik,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA
Katko,John,,John Katko,M,rep,NY,Republican,https://katko.house.gov,2457 Rayburn House Office Building Washington DC 20515-3224,202-225-3701,RepJohnKatko,RepJohnKatko,,
Boyle,Brendan,,Brendan F. Boyle,M,rep,PA,Democrat,https://boyle.house.gov,1133 Longworth House Office Building Washington DC 20515-3802,202-225-6111,CongBoyle,CongressmanBoyle,,UCMP_Anj7lz4eZuSh8GwFqQQ
Hurd,Will,,Will Hurd,M,rep,TX,Republican,https://hurd.house.gov,317 Cannon House Office Building Washington DC 20515-4323,202-225-4511,hurdonthehill,HurdOnTheHill,,UCjWcn2lgGCZbwPs6lKxlziQ
Babin,Brian,,Brian Babin,M,rep,TX,Republican,https://babin.house.gov,2236 Rayburn House Office Building Washington DC 20515-4336,202-225-1555,RepBrianBabin,RepBrianBabin,,UCPVEZgw-VbDRbLV1MRGVQNQ
Beyer,Donald,,"Donald S. Beyer, Jr.",M,rep,VA,Democrat,https://beyer.house.gov,1119 Longworth House Office Building Washington DC 20515-4608,202-225-4376,RepDonBeyer,RepDonBeyer,,UCPJGVbOVcAVGiBwq8qr_T9w
Plaskett,Stacey,,Stacey E. Plaskett,F,rep,VI,Democrat,https://plaskett.house.gov,2404 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA
Newhouse,Dan,,Dan Newhouse,M,rep,WA,Republican,https://newhouse.house.gov,1414 Longworth House Office Building Washington DC 20515-4704,202-225-5816,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw
Grothman,Glenn,,Glenn Grothman,M,rep,WI,Republican,https://grothman.house.gov,1427 Longworth House Office Building Washington DC 20515-4906,202-225-2476,RepGrothman,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg
Mooney,Alex,,Alexander X. Mooney,M,rep,WV,Republican,https://mooney.house.gov,2440 Rayburn House Office Building Washington DC 20515-4802,202-225-2711,RepAlexMooney,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA
Amata,Aumua,,Aumua Amata Coleman Radewagen,F,rep,AS,Republican,https://radewagen.house.gov,1339 Longworth House Office Building Washington DC 20515-5200,202-225-8577,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A
Sullivan,Dan,,Dan Sullivan,M,sen,AK,Republican,https://www.sullivan.senate.gov,302 Hart Senate Office Building Washington DC 20510,202-224-3004,SenDanSullivan,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw
Perdue,David,,David Perdue,M,sen,GA,Republican,https://www.perdue.senate.gov,455 Russell Senate Office Building Washington DC 20510,202-224-3521,sendavidperdue,SenatorDavidPerdue,,UCXHsrkPP4TAm0s0qB1C31Lw
Ernst,Joni,,Joni Ernst,F,sen,IA,Republican,https://www.ernst.senate.gov/public,730 Hart Senate Office Building Washington DC 20510,202-224-3254,SenJoniErnst,senjoniernst,,UCLwrmtF_84FIcK3TyMs4MIw
Tillis,Thom,,Thom Tillis,M,sen,NC,Republican,https://www.tillis.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-6342,senthomtillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w
Rounds,Mike,,Mike Rounds,M,sen,SD,Republican,https://www.rounds.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5842,SenatorRounds,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ
Walker,Mark,,Mark Walker,M,rep,NC,Republican,https://walker.house.gov,1725 Longworth House Office Building Washington DC 20515-3306,202-225-3065,RepMarkWalker,RepMarkWalker,,UC2w0KJe43jr0Hlhi6J5smhg
Sasse,Benjamin,Eric,Ben Sasse,M,sen,NE,Republican,https://www.sasse.senate.gov/public,107 Russell Senate Office Building Washington DC 20510,202-224-4224,SenSasse,SenatorSasse,,UCYaNGwcM2Dl5yDcDqS6xV2g
Kelly,Trent,,Trent Kelly,M,rep,MS,Republican,https://trentkelly.house.gov,1005 Longworth House Office Building Washington DC 20515-2401,202-225-4306,reptrentkelly,reptrentkelly,,UCtDrz-8tdg4ZgOAQHToSWaQ
LaHood,Darin,,Darin LaHood,M,rep,IL,Republican,https://lahood.house.gov,1424 Longworth House Office Building Washington DC 20515-1318,202-225-6201,RepLaHood,replahood,,UCVRbtFwaBGcixZIkygtalRw
Davidson,Warren,,Warren Davidson,M,rep,OH,Republican,https://davidson.house.gov,1107 Longworth House Office Building Washington DC 20515-3508,202-225-6205,WarrenDavidson,CongressmanWarrenDavidson,,UCMzuyZWzk44YRNesFzPTeUw
Comer,James,,James Comer,M,rep,KY,Republican,https://comer.house.gov,1037 Longworth House Office Building Washington DC 20515-1701,202-225-3115,RepJamesComer,congressmancomer,,
Evans,Dwight,,Dwight Evans,M,rep,PA,Democrat,https://evans.house.gov,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,RepDwightEvans,RepDwightEvans,,
Harris,Kamala,,Kamala D. Harris,F,sen,CA,Democrat,https://www.harris.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553,SenKamalaHarris,SenatorKamalaHarris,,UCe1ciA1TDa5F9K6Ufr_6Fsw
Kennedy,John,Neely,John Kennedy,M,sen,LA,Republican,https://www.kennedy.senate.gov/public,416 Russell Senate Office Building Washington DC 20510,202-224-4623,SenJohnKennedy,JohnKennedyLouisiana,,
Hassan,Margaret,Wood,Margaret Wood Hassan,F,sen,NH,Democrat,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-3324,Senatorhassan,SenatorHassan,,
Cortez Masto,Catherine,,Catherine Cortez Masto,F,sen,NV,Democrat,https://www.cortezmasto.senate.gov,516 Hart Senate Office Building Washington DC 20510,202-224-3542,sencortezmasto,SenatorCortezMasto,,UCip_83SiKUqwnUT57VOXrCg
Schneider,Bradley,S.,Bradley Scott Schneider,M,rep,IL,Democrat,https://schneider.house.gov,1432 Longworth House Office Building Washington DC 20515-1310,202-225-4835,repschneider,CongressmanBradSchneider,RepBradSchneider,
O’Halleran,Tom,,Tom O’Halleran,M,rep,AZ,Democrat,https://ohalleran.house.gov,324 Cannon House Office Building Washington DC 20515-0301,202-225-3361,repohalleran,repohalleran,,
Biggs,Andy,,Andy Biggs,M,rep,AZ,Republican,https://biggs.house.gov,1318 Longworth House Office Building Washington DC 20515-0305,202-225-2635,RepAndyBiggsAZ,RepAndyBiggs,,UCqSq9kWOxk9yNTeILBCVC1w
Khanna,Ro,,Ro Khanna,M,rep,CA,Democrat,https://khanna.house.gov,221 Cannon House Office Building Washington DC 20515-0517,202-225-2631,RepRoKhanna,RepRoKhanna,,UCr4KOYv1o1oEQhy1jhhm3pQ
Panetta,Jimmy,,Jimmy Panetta,M,rep,CA,Democrat,https://panetta.house.gov,212 Cannon House Office Building Washington DC 20515-0520,202-225-2861,RepJimmyPanetta,RepJimmyPanetta,,UCmw-aERG51C96edMDPN7fXQ
Carbajal,Salud,,Salud O. Carbajal,M,rep,CA,Democrat,https://carbajal.house.gov,1431 Longworth House Office Building Washington DC 20515-0524,202-225-3601,RepCarbajal,repsaludcarbajal,repcarbajal,
Barragán,Nanette,,Nanette Diaz Barragán,F,rep,CA,Democrat,https://barragan.house.gov,1030 Longworth House Office Building Washington DC 20515-0544,202-225-8220,RepBarragan,CongresswomanBarragan,,
Correa,J.,Luis,J. Luis Correa,M,rep,CA,Democrat,https://correa.house.gov,1039 Longworth House Office Building Washington DC 20515-0546,202-225-2965,reploucorrea,RepLouCorrea,,UCIKJJp4QJIDjnjodc23qKkw
Blunt Rochester,Lisa,,Lisa Blunt Rochester,F,rep,DE,Democrat,https://bluntrochester.house.gov,1519 Longworth House Office Building Washington DC 20515-0800,202-225-4165,RepLBR,Rep.BluntRochester,,
Gaetz,Matt,,Matt Gaetz,M,rep,FL,Republican,https://gaetz.house.gov,1721 Longworth House Office Building Washington DC 20515-0901,202-225-4136,RepMattGaetz,CongressmanMattGaetz,,UClqXcJew_A3s8qiX-T4a9CA
Dunn,Neal,,Neal P. Dunn,M,rep,FL,Republican,https://dunn.house.gov,316 Cannon House Office Building Washington DC 20515-0902,202-225-5235,drnealdunnfl2,drnealdunnfl2,,UCRTGfrYP-RuDzJ2KGok7TRA
Rutherford,John,,John H. Rutherford,M,rep,FL,Republican,https://rutherford.house.gov,1711 Longworth House Office Building Washington DC 20515-0904,202-225-2501,RepRutherfordFL,RepRutherfordFL,,
Lawson,Al,,"Al Lawson, Jr.",M,rep,FL,Democrat,https://lawson.house.gov,1406 Longworth House Office Building Washington DC 20515-0905,202-225-0123,RepAlLawsonJr,RepAlLawsonJr,,
Murphy,Stephanie,,Stephanie N. Murphy,F,rep,FL,Democrat,https://murphy.house.gov,1710 Longworth House Office Building Washington DC 20515-0907,202-225-4035,RepStephMurphy,RepStephMurphy,RepStephMurphy,
Soto,Darren,,Darren Soto,M,rep,FL,Democrat,https://soto.house.gov,1507 Longworth House Office Building Washington DC 20515-0909,202-225-9889,RepDarrenSoto,CongressmanDarrenSoto,repdarrensoto,
Demings,Val,,Val Butler Demings,F,rep,FL,Democrat,https://demings.house.gov,217 Cannon House Office Building Washington DC 20515-0910,202-225-2176,RepValDemings,RepresentativeValDemings,,UCkcshqwFNJG6XeduOforhig
Crist,Charlie,,Charlie Crist,M,rep,FL,Democrat,https://crist.house.gov,215 Cannon House Office Building Washington DC 20515-0913,202-225-5961,repcharliecrist,RepCharlieCrist,,
Mast,Brian,,Brian J. Mast,M,rep,FL,Republican,https://mast.house.gov,2182 Rayburn House Office Building Washington DC 20515-0918,202-225-3026,repbrianmast,repbrianmast,repbrianmast,
Rooney,Francis,,Francis Rooney,M,rep,FL,Republican,https://francisrooney.house.gov,120 Cannon House Office Building Washington DC 20515-0919,202-225-2536,RepRooney,RepRooney,,UC5dLBbrW1JwIGs9h248lk6g
Ferguson,A.,Drew,A. Drew Ferguson IV,M,rep,GA,Republican,https://ferguson.house.gov,1032 Longworth House Office Building Washington DC 20515-1003,202-225-5901,RepDrewFerguson,RepDrewFerguson,,UCuK7_j2sREWi_7wBAN477bg
Krishnamoorthi,Raja,,Raja Krishnamoorthi,M,rep,IL,Democrat,https://krishnamoorthi.house.gov,115 Cannon House Office Building Washington DC 20515-1308,202-225-3711,congressmanraja,congressmanraja,,
Banks,Jim,,Jim Banks,M,rep,IN,Republican,https://banks.house.gov,1713 Longworth House Office Building Washington DC 20515-1403,202-225-4436,RepJimBanks,RepJimBanks,,UC_FR6TySW9uxvhjozkis6Xg
Hollingsworth,Trey,,Trey Hollingsworth,M,rep,IN,Republican,https://hollingsworth.house.gov,1641 Longworth House Office Building Washington DC 20515-1409,202-225-5315,reptrey,reptrey,,UCTgS8a_zLg8HpUnk5WXY5ag
Marshall,Roger,,Roger W. Marshall,M,rep,KS,Republican,https://marshall.house.gov,312 Cannon House Office Building Washington DC 20515-1601,202-225-2715,RepMarshall,rogermarshallmd,,UCR3nOFMqBB-kRpKFwgapMaQ
Higgins,Clay,,Clay Higgins,M,rep,LA,Republican,https://clayhiggins.house.gov,424 Cannon House Office Building Washington DC 20515-1803,202-225-2031,RepClayHiggins,CongressmanClayHiggins,,
Johnson,Mike,,Mike Johnson,M,rep,LA,Republican,https://mikejohnson.house.gov,418 Cannon House Office Building Washington DC 20515-1804,202-225-2777,RepMikeJohnson,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q
Brown,Anthony,,Anthony G. Brown,M,rep,MD,Democrat,https://anthonybrown.house.gov,1323 Longworth House Office Building Washington DC 20515-2004,202-225-8699,RepAnthonyBrown,RepAnthonyBrown,RepAnthonyBrown,
Raskin,Jamie,,Jamie Raskin,M,rep,MD,Democrat,https://raskin.house.gov,412 Cannon House Office Building Washington DC 20515-2008,202-225-5341,repraskin,repraskin,,UChxDE6vho5BfBTOqiBsDmKg
Bergman,Jack,,Jack Bergman,M,rep,MI,Republican,https://bergman.house.gov,414 Cannon House Office Building Washington DC 20515-2201,202-225-4735,RepJackBergman,RepJackBergman,RepJackBergman,
Mitchell,Paul,,Paul Mitchell,M,rep,MI,Independent,https://mitchell.house.gov,211 Cannon House Office Building Washington DC 20515-2210,202-225-2106,RepPaulMitchell,reppaulmitchell,,UCisQXodHJRZDaLtFMq_TzWg
Budd,Ted,,Ted Budd,M,rep,NC,Republican,https://budd.house.gov,118 Cannon House Office Building Washington DC 20515-3313,202-225-4531,RepTedBudd,RepTedBudd,,
Bacon,Don,,Don Bacon,M,rep,NE,Republican,https://bacon.house.gov,1024 Longworth House Office Building Washington DC 20515-2702,202-225-4155,repdonbacon,RepDonBacon,,UCR9abI1lZzAZ6HwQXc-dLFQ
Gottheimer,Josh,,Josh Gottheimer,M,rep,NJ,Democrat,https://gottheimer.house.gov,213 Cannon House Office Building Washington DC 20515-3005,202-225-4465,RepJoshG,RepJoshG,,
Rosen,Jacky,,Jacky Rosen,F,sen,NV,Democrat,https://www.rosen.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-6244,SenJackyRosen,RepJackyRosen,,
Suozzi,Thomas,,Thomas R. Suozzi,M,rep,NY,Democrat,https://suozzi.house.gov,214 Cannon House Office Building Washington DC 20515-3203,202-225-3335,RepTomSuozzi,RepTomSuozzi,,UCHjLmETJ7qXtciV7dlAzzgQ
Espaillat,Adriano,,Adriano Espaillat,M,rep,NY,Democrat,https://espaillat.house.gov,1630 Longworth House Office Building Washington DC 20515-3213,202-225-4365,RepEspaillat,RepEspaillat,,UCi0niBYFhEY70Dz8InbX5OQ
Fitzpatrick,Brian,,Brian K. Fitzpatrick,M,rep,PA,Republican,https://fitzpatrick.house.gov,1722 Longworth House Office Building Washington DC 20515-3801,202-225-4276,repbrianfitz,repbrianfitzpatrick,,UCYMNcgHss4_Q5JY2vSvMpgw
Smucker,Lloyd,,Lloyd Smucker,M,rep,PA,Republican,https://smucker.house.gov,127 Cannon House Office Building Washington DC 20515-3811,202-225-2411,RepSmucker,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg
González-Colón,Jenniffer,,Jenniffer González-Colón,F,rep,PR,Republican,https://gonzalez-colon.house.gov,1609 Longworth House Office Building Washington DC 20515-5401,202-225-2615,repjenniffer,RepJennifferGonzalezColon,,UCZj99h3-GNKjGGeyp7AJeXw
Kustoff,David,,David Kustoff,M,rep,TN,Republican,https://kustoff.house.gov,523 Cannon House Office Building Washington DC 20515-4208,202-225-4714,repdavidkustoff,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ
Gonzalez,Vicente,,Vicente Gonzalez,M,rep,TX,Democrat,https://gonzalez.house.gov,113 Cannon House Office Building Washington DC 20515-4315,202-225-2531,RepGonzalez,USCongressmanVicenteGonzalez,,UC5H6oYLKQ_xIXO5CG7fh4hw
Arrington,Jodey,,Jodey C. Arrington,M,rep,TX,Republican,https://arrington.house.gov,1029 Longworth House Office Building Washington DC 20515-4319,202-225-4005,RepArrington,JodeyArrington,,
McEachin,A.,Donald,A. Donald McEachin,M,rep,VA,Democrat,https://mceachin.house.gov,314 Cannon House Office Building Washington DC 20515-4604,202-225-6365,RepMcEachin,RepMcEachin,,UCMoPYHuZ3fZho0ZixZCfiFg
Jayapal,Pramila,,Pramila Jayapal,F,rep,WA,Democrat,https://jayapal.house.gov,1510 Longworth House Office Building Washington DC 20515-4707,202-225-3106,RepJayapal,RepJayapal,,UCmyD0_-2Oowkfwc_Raghclw
Gallagher,Mike,,Mike Gallagher,M,rep,WI,Republican,https://gallagher.house.gov,1230 Longworth House Office Building Washington DC 20515-4908,202-225-5665,RepGallagher,RepMikeGallagher,,
Cheney,Liz,,Liz Cheney,F,rep,WY,Republican,https://cheney.house.gov,416 Cannon House Office Building Washington DC 20515-5000,202-225-2311,RepLizCheney,replizcheney,,UCvL57Zp99QdDllF-KGziUAA
Estes,Ron,,Ron Estes,M,rep,KS,Republican,https://estes.house.gov,1524 Longworth House Office Building Washington DC 20515-1604,202-225-6216,RepRonEstes,RepRonEstes,,UC2clc28qcehIqotHQcthnWA
Gianforte,Greg,,Greg Gianforte,M,rep,MT,Republican,https://gianforte.house.gov,1222 Longworth House Office Building Washington DC 20515-2600,202-225-3211,,RepGianforte,,UCj4ocM2PHNKBbmMQF8k-wsQ
Norman,Ralph,,Ralph Norman,M,rep,SC,Republican,https://norman.house.gov,319 Cannon House Office Building Washington DC 20515-4005,202-225-5501,RepRalphNorman,RepRalphNorman,,
Gomez,Jimmy,,Jimmy Gomez,M,rep,CA,Democrat,https://gomez.house.gov,1530 Longworth House Office Building Washington DC 20515-0534,202-225-6235,RepJimmyGomez,RepJimmyGomez,,
Curtis,John,,John R. Curtis,M,rep,UT,Republican,https://curtis.house.gov,125 Cannon House Office Building Washington DC 20515-4403,202-225-7751,RepJohnCurtis,RepJohnCurtis,,UChAQ4MD-HigmGnImSoAKBVA
Jones,Doug,,Doug Jones,M,sen,AL,Democrat,https://www.jones.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-4124,sendougjones,senatordougjones,,UCL8akobkoN2lB5U3kaEjdBw
Smith,Tina,Flint,Tina Smith,F,sen,MN,Democrat,https://www.smith.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-5641,SenTinaSmith,USSenTinaSmith,,
Hyde-Smith,Cindy,,Cindy Hyde-Smith,F,sen,MS,Republican,https://www.hydesmith.senate.gov,702 Hart Senate Office Building Washington DC 20510,202-224-5054,SenHydeSmith,,,UCJHxkJhGST0NTlkzJHWV03Q
Lamb,Conor,,Conor Lamb,M,rep,PA,Democrat,https://lamb.house.gov,1224 Longworth House Office Building Washington DC 20515-3817,202-225-2301,RepConorLamb,RepConorLamb,,UC7hX59n_ixS1Bz3f8Je02yA
Lesko,Debbie,,Debbie Lesko,F,rep,AZ,Republican,https://lesko.house.gov,1113 Longworth House Office Building Washington DC 20515-0308,202-225-4576,RepDLesko,RepDebbieLesko,,
Cloud,Michael,,Michael Cloud,M,rep,TX,Republican,https://cloud.house.gov,1314 Longworth House Office Building Washington DC 20515-4327,202-225-7742,RepCloudTX,,,
Balderson,Troy,,Troy Balderson,M,rep,OH,Republican,https://balderson.house.gov,1221 Longworth House Office Building Washington DC 20515-3512,202-225-5355,RepBalderson,,,
Hern,Kevin,R.,Kevin Hern,M,rep,OK,Republican,https://hern.house.gov,1019 Longworth House Office Building Washington DC 20515-3601,202-225-2211,repkevinhern,,,
Morelle,Joseph,D.,Joseph D. Morelle,M,rep,NY,Democrat,https://morelle.house.gov,1317 Longworth House Office Building Washington DC 20515-3225,202-225-3615,RepJoeMorelle,,,
Scanlon,Mary,Gay,Mary Gay Scanlon,F,rep,PA,Democrat,https://scanlon.house.gov,1535 Longworth House Office Building Washington DC 20515-3805,202-225-2011,RepMGS,,,
Wild,Susan,Ellis,Susan Wild,F,rep,PA,Democrat,https://wild.house.gov,1607 Longworth House Office Building Washington DC 20515-3807,202-225-6411,RepSusanWild,,,
Case,Ed,,Ed Case,M,rep,HI,Democrat,https://case.house.gov,2443 Rayburn House Office Building Washington DC 20515-1101,202-225-2726,RepEdCase,,,
Horsford,Steven,A.,Steven Horsford,M,rep,NV,Democrat,https://horsford.house.gov,1330 Longworth House Office Building Washington DC 20515-2804,202-225-9894,RepHorsford,,,
Kirkpatrick,Ann,,Ann Kirkpatrick,F,rep,AZ,Democrat,https://kirkpatrick.house.gov,309 Cannon House Office Building Washington DC 20515-0302,202-225-2542,RepKirkpatrick,,,
Stanton,Greg,,Greg Stanton,M,rep,AZ,Democrat,https://stanton.house.gov,128 Cannon House Office Building Washington DC 20515-0309,202-225-9888,RepGregStanton,,,
Harder,Josh,,Josh Harder,M,rep,CA,Democrat,https://harder.house.gov,131 Cannon House Office Building Washington DC 20515-0510,202-225-4540,RepJoshHarder,,,
Cox,TJ,,TJ Cox,M,rep,CA,Democrat,https://cox.house.gov,1728 Longworth House Office Building Washington DC 20515-0521,202-225-4695,RepTjCox,,,
Cisneros,Gilbert,Ray,"Gilbert Ray Cisneros, Jr.",M,rep,CA,Democrat,https://cisneros.house.gov,431 Cannon House Office Building Washington DC 20515-0539,202-225-4111,RepGilCisneros,,,
Porter,Katie,,Katie Porter,F,rep,CA,Democrat,https://porter.house.gov,1117 Longworth House Office Building Washington DC 20515-0545,202-225-5611,RepKatiePorter,,,
Rouda,Harley,,Harley Rouda,M,rep,CA,Democrat,https://rouda.house.gov,2300 Rayburn House Office Building Washington DC 20515-0548,202-225-2415,RepHarley,,,
Levin,Mike,,Mike Levin,M,rep,CA,Democrat,https://mikelevin.house.gov,1626 Longworth House Office Building Washington DC 20515-0549,202-225-3906,RepMikeLevin,,,
Neguse,Joe,,Joe Neguse,M,rep,CO,Democrat,https://neguse.house.gov,1419 Longworth House Office Building Washington DC 20515-0602,202-225-2161,RepJoeNeguse,,,
Crow,Jason,,Jason Crow,M,rep,CO,Democrat,https://crow.house.gov,1229 Longworth House Office Building Washington DC 20515-0606,202-225-7882,RepJasonCrow,,,
Hayes,Jahana,,Jahana Hayes,F,rep,CT,Democrat,https://hayes.house.gov,1415 Longworth House Office Building Washington DC 20515-0705,202-225-4476,RepJahanaHayes,,,
Waltz,Michael,,Michael Waltz,M,rep,FL,Republican,https://waltz.house.gov,216 Cannon House Office Building Washington DC 20515-0906,202-225-2706,RepMichaelWaltz,,,
Spano,Ross,,Ross Spano,M,rep,FL,Republican,https://spano.house.gov,224 Cannon House Office Building Washington DC 20515-0915,202-225-1252,RepRossSpano,,,
Steube,W.,Gregory,W. Gregory Steube,M,rep,FL,Republican,https://steube.house.gov,521 Cannon House Office Building Washington DC 20515-0917,202-225-5792,RepGregSteube,,,
Mucarsel-Powell,Debbie,,Debbie Mucarsel-Powell,F,rep,FL,Democrat,https://mucarsel-powell.house.gov,114 Cannon House Office Building Washington DC 20515-0926,202-225-2778,RepDMP,,,
Shalala,Donna,E.,Donna E. Shalala,F,rep,FL,Democrat,https://shalala.house.gov,1320 Longworth House Office Building Washington DC 20515-0927,202-225-3931,RepShalala,,,
McBath,Lucy,,Lucy McBath,F,rep,GA,Democrat,https://mcbath.house.gov,1513 Longworth House Office Building Washington DC 20515-1006,202-225-4501,replucymcbath,,,
San Nicolas,Michael,F. Q.,Michael F. Q. San Nicolas,M,rep,GU,Democrat,https://sannicolas.house.gov,1632 Longworth House Office Building Washington DC 20515-5301,202-225-1188,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,,UCVroMJWH3jsh4shPSlp24sw
Finkenauer,Abby,,Abby Finkenauer,F,rep,IA,Democrat,https://finkenauer.house.gov,124 Cannon House Office Building Washington DC 20515-1501,202-225-2911,RepFinkenauer,,,
Axne,Cynthia,,Cynthia Axne,F,rep,IA,Democrat,https://axne.house.gov,330 Cannon House Office Building Washington DC 20515-1503,202-225-5476,RepCindyAxne,,,
Fulcher,Russ,,Russ Fulcher,M,rep,ID,Republican,https://fulcher.house.gov,1520 Longworth House Office Building Washington DC 20515-1201,202-225-6611,RepRussFulcher,,,
García,Jesús,G.,"Jesús G. ""Chuy"" García",M,rep,IL,Democrat,https://chuygarcia.house.gov,530 Cannon House Office Building Washington DC 20515-1304,202-225-8203,RepChuyGarcia,,,
Casten,Sean,,Sean Casten,M,rep,IL,Democrat,https://casten.house.gov,429 Cannon House Office Building Washington DC 20515-1306,202-225-4561,RepCasten,,,
Underwood,Lauren,,Lauren Underwood,F,rep,IL,Democrat,https://underwood.house.gov,1118 Longworth House Office Building Washington DC 20515-1314,202-225-2976,RepUnderwood,,,
Baird,James,R.,James R. Baird,M,rep,IN,Republican,https://baird.house.gov,532 Cannon House Office Building Washington DC 20515-1404,202-225-5037,RepJimBaird,,,
Pence,Greg,,Greg Pence,M,rep,IN,Republican,https://pence.house.gov,222 Cannon House Office Building Washington DC 20515-1406,202-225-3021,RepGregPence,,,
Watkins,Steven,C.,Steve Watkins,M,rep,KS,Republican,https://watkins.house.gov,1205 Longworth House Office Building Washington DC 20515-1602,202-225-6601,Rep_Watkins,,,
Davids,Sharice,,Sharice Davids,F,rep,KS,Democrat,https://davids.house.gov,1541 Longworth House Office Building Washington DC 20515-1603,202-225-2865,RepDavids,,,
Trahan,Lori,,Lori Trahan,F,rep,MA,Democrat,https://trahan.house.gov,1616 Longworth House Office Building Washington DC 20515-2103,202-225-3411,RepLoriTrahan,,,
Pressley,Ayanna,,Ayanna Pressley,F,rep,MA,Democrat,https://pressley.house.gov,1108 Longworth House Office Building Washington DC 20515-2107,202-225-5111,RepPressley,,,
Trone,David,J.,David J. Trone,M,rep,MD,Democrat,https://trone.house.gov,1213 Longworth House Office Building Washington DC 20515-2006,202-225-2721,repdavidtrone,,,
Slotkin,Elissa,,Elissa Slotkin,F,rep,MI,Democrat,https://slotkin.house.gov,1531 Longworth House Office Building Washington DC 20515-2208,202-225-4872,RepSlotkin,,,
Levin,Andy,,Andy Levin,M,rep,MI,Democrat,https://andylevin.house.gov,228 Cannon House Office Building Washington DC 20515-2209,202-225-4961,RepAndyLevin,,,
